distance,dissociation energy
NH3-0.5,594.8509626669336
NH3-0.75,66.46577631773903
NH3-0.7,108.26602002903479
NH3-0.9,8.38716024526101
NH3-1.0,0.012719042670905801
NH3-1.0201,-1.8379734000006921e-06
NH3-1.1,3.251163537192885
NH3-1.25,18.462204345540997
NH3-1.3,24.95469905670926
NH3-1.5,52.15125031348217
NH3-2.0,110.09630005176216
NH3-2.5,146.99618364231097
NH3-3.0,168.70553079501644

