H-N-O-angle,dissociation energy
H-N-O-70.0,31.574977195623262
H-N-O-80.0,15.779422820522285
H-N-O-90.0,5.447937136037407
H-N-O-100.0,0.5506009943263128
H-N-O-104.746,0.0
H-N-O-110.0,0.6509061964087469
H-N-O-120.0,5.220196850888961
H-N-O-130.0,13.655866405802099
H-N-O-140.0,25.246424495585995
H-N-O-150.0,39.05723088174566
H-N-O-160.0,53.72280747253366
H-N-O-170.0,67.24650470043997
